arm,gen,n_seeds,median_score,q1_score,q3_score,mean_score
staged_evolution,70,10,-231.17648150331155,-301.434888090496,-63.69808926521141,-210.63872048595508
staged_evolution,80,10,-199.95035160426315,-366.6160904420341,-59.48416888380768,-183.99962026292283
staged_evolution,90,10,21.02893527465217,-261.22611920340745,66.9206325420191,-73.30716756499133
staged_evolution,100,10,1.0543134672729915,-18.137319275657447,143.1027000432219,35.91905507393194
staged_evolution,110,10,58.12474886780951,-62.90591212239799,138.83855842865316,32.786031674313655
staged_evolution,120,10,62.05109267794069,-56.91350717895983,170.98719490064113,51.0439647067507
staged_evolution,130,10,64.20867885496489,-74.48465597028898,186.19239439941276,48.515540848954664
staged_evolution,140,10,104.64646703002012,-82.03953576225902,206.235913267449,60.976463809815684
staged_evolution,150,10,113.73329960285068,-77.91578979368754,238.69799432147647,113.43897838018339
staged_evolution,160,10,156.77163380344976,40.7891162454957,221.8796311351021,129.5485455470733
staged_evolution,170,10,144.47068759680442,75.10895306733491,214.78456707053166,101.04624979739279
staged_evolution,180,10,134.25655618696948,101.88748372919963,175.9318256324756,114.52166230481302
staged_evolution,190,10,162.50481069446283,138.32643803369092,189.0001898927882,131.4708996004875
staged_evolution,200,10,176.98750868428093,61.33544886739257,189.89840027269457,145.98378674875772
staged_evolution,210,10,195.4678735574264,138.16444952835823,256.25565345114524,171.58242908034916
staged_evolution,220,10,179.64912243158676,161.9523282482386,217.1612546581309,184.9013686680146
staged_evolution,230,10,216.37814061507996,196.03537182579626,232.1545323651522,242.79367007767172
staged_evolution,240,10,182.785878565345,151.51753298781182,209.90686435514806,143.36503136190515
staged_evolution,250,10,175.91706001337815,112.46356764438661,233.6215639552511,202.870416025989
staged_evolution,260,10,199.07194280914348,164.66616235035585,212.8051107259458,173.22751980760523
staged_evolution,270,10,180.85183603068995,125.91496911186495,255.67015266063885,227.60906372717986
staged_evolution,280,10,197.2760358318144,187.13748667585813,217.23177465852746,250.37547807390553
staged_evolution,290,10,188.3293840900019,137.07679634579063,207.34334141773266,187.90345231855363
staged_evolution,300,10,193.98168255578696,157.31954064951782,242.97100008766813,195.7079783400784
staged_evolution,310,10,192.7796959022753,186.88059502228853,279.8356818928913,222.72101270991274
staged_evolution,320,10,188.80618098402348,163.67003853562878,292.3480577739486,237.36306440754507
staged_evolution,330,10,192.50483031907817,169.89333452561425,262.60040778290573,235.8304569560392
staged_evolution,340,10,284.77969844505486,157.86996749309932,792.6929384303936,474.0542083810416
staged_evolution,350,10,514.8744326798567,352.99763053804014,664.2090502055576,534.4522274983954
staged_evolution,360,10,528.983659669798,399.471417017629,887.6584065553811,690.9299995489115
staged_evolution,370,10,511.0839449902264,440.8253575687281,1127.7267852578896,702.0015133956205
staged_evolution,380,10,579.8776523062639,464.5995645087435,1182.9627574289163,748.1770213314476
staged_evolution,390,10,783.326860902533,555.2871272216603,1056.6600500235404,852.2107589960691
staged_evolution,400,10,788.7764209810949,709.6509772084272,1133.9275121401931,873.330678409158
staged_evolution,410,10,771.9740670460816,649.8076063867932,1560.4716616495925,966.2629269281144
staged_evolution,420,10,776.1620047850002,727.6043885533334,1327.5269581972382,910.3404977287195
staged_evolution,430,10,778.2865808770564,588.6987491204859,1255.6681056465786,847.637948856267
staged_evolution,440,10,802.3768578484896,721.4044779639628,1423.0517203109453,939.3519232118012
staged_evolution,450,10,873.6535488619154,636.312368153668,1314.506460340474,943.8738834119227
staged_evolution,460,10,873.3977192756304,773.6504576416022,1379.7534732285387,951.4038782407048
staged_evolution,470,10,897.3816159883343,610.5897720715006,1240.4367300298545,924.6275310997719
staged_evolution,480,10,994.0099721291942,625.0460919183946,1280.9081657600102,924.2726941380708
staged_evolution,490,10,966.1908642190731,568.2339393875836,1527.5386331288596,1031.4755928463824
multi_environment,0,1,-472.0679816713848,-472.0679816713848,-472.0679816713848,-472.0679816713848
multi_environment,5,1,-358.2966118884369,-358.2966118884369,-358.2966118884369,-358.2966118884369
