gen,best,mean,sigma,gravity,phase,elapsed_s
276,1541.6652404714005,509.8889797321093,0.38366827467054826,-5.436400000000001,ramp 44%,2.156238079071045
277,1420.1415940366176,733.8656259125318,0.38411968159783233,-5.455925000000001,ramp 44%,2.7091410160064697
278,1792.5806627741397,713.3969735303853,0.3844439175066673,-5.47545,ramp 44%,2.476022958755493
279,1664.66308454342,613.0038355460626,0.38472722064384207,-5.494975,ramp 44%,2.101625919342041
280,1564.1876258473706,692.8834923574959,0.38503334417976637,-5.5145,ramp 45%,2.3904128074645996
281,1454.5689770257034,543.4139089535631,0.3853422760111864,-5.534025,ramp 45%,2.143660068511963
282,1472.2944700825399,617.5264688754337,0.38553272070686984,-5.55355,ramp 45%,2.5020360946655273
283,1645.8010865073604,566.5696911273619,0.3858122769350301,-5.573075,ramp 45%,2.441020965576172
284,1605.7720682886074,495.25877618791026,0.38624229297956275,-5.592600000000001,ramp 46%,2.0246567726135254
285,1291.674044913517,481.465697512118,0.3867793272723573,-5.612125000000001,ramp 46%,2.1086220741271973
